company,title,location,link,job_posted,category,source,description
msg systems,Junior Software-Entwicklung Java (m/w/d),"Altstadt-Lehel, München",https://www.adzuna.de/details/3964253608?utm_medium=api&utm_source=16b1dafa,2023-03-07 23:24:43+00:00,"Junior Software Engineer Java EE Public Sector – Voll-/Teilzeit (m/w/d) Sie suchen Aufgaben mit gesellschaftlicher Relevanz? Sie möchten moderne und sichere Systeme für Millionen von Menschen erschaffen? Sie möchten mit uns die deutschen Verwaltungen in die digitale Zukunft führen? In unserer Brancheneinheit Public Sector können Sie in einem multidisziplinären Team Maßstäbe setzen. Abwechslungsreiche und verantwortungsvolle Aufgaben warten auf Sie – in einer Zukunftsbranche, die so schnell wäch…",Unknown,Adzuna
VDI/VDE Innovation + Technik GmbH,Medical student (m/w/d),"Ludwigsvorstadt-Isarvorstadt, München",https://www.adzuna.de/details/4564176389?utm_medium=api&utm_source=16b1dafa,2024-02-09 19:33:56+00:00,"Die VDI/VDE Innovation  Technik GmbH ist ein führender Dienstleister, wenn es um Fragen zu Innovation und Technik geht. Unsere Mitarbeiter:innen arbeiten in interdisziplinären Teams als Expert:innen aus Natur-, Ingenieur-, Gesellschafts- und Wirtschaftswissenschaften zusammen. Wir unterstützen und beraten bei der Analyse komplexer Vorhaben oder Marktsituationen, bei der Förderung mit Forschungsprogrammen aus Bund, Ländern und EU und organisieren Geschäftsstellen oder Kontaktbüros für Forschung …",Stellen aus Wissenschaft & Qualitätssicherung,Adzuna
VDI/VDE Innovation + Technik GmbH,"Physiker, Elektroingenieur - Beratung Forschungsförderung (m/w/d)","Ludwigsvorstadt-Isarvorstadt, München",https://www.adzuna.de/details/4549733226?utm_medium=api&utm_source=16b1dafa,2024-01-30 11:15:47+00:00,"Die VDI/VDE Innovation  Technik GmbH ist ein führender Dienstleister, wenn es um Fragen zu Innovation und Technik geht. Unsere Mitarbeiter:innen arbeiten in interdisziplinären Teams als Expert:innen aus Natur-, Ingenieur-, Gesellschafts- und Wirtschaftswissenschaften zusammen. Wir unterstützen und beraten bei der Analyse komplexer Vorhaben oder Marktsituationen, bei der Förderung mit Forschungsprogrammen aus Bund, Ländern und EU und organisieren Geschäftsstellen oder Kontaktbüros für Forschung …",Stellen aus Wissenschaft & Qualitätssicherung,Adzuna
VDI/VDE Innovation + Technik GmbH,Physiker (m/w/d),"Ludwigsvorstadt-Isarvorstadt, München",https://www.adzuna.de/details/4549732472?utm_medium=api&utm_source=16b1dafa,2024-01-30 11:15:41+00:00,"Die VDI/VDE Innovation  Technik GmbH ist ein führender Dienstleister, wenn es um Fragen zu Innovation und Technik geht. Unsere Mitarbeiter:innen arbeiten in interdisziplinären Teams als Expert:innen aus Natur-, Ingenieur-, Gesellschafts- und Wirtschaftswissenschaften zusammen. Wir unterstützen und beraten bei der Analyse komplexer Vorhaben oder Marktsituationen, bei der Förderung mit Forschungsprogrammen aus Bund, Ländern und EU und organisieren Geschäftsstellen oder Kontaktbüros für Forschung …",Stellen aus Wissenschaft & Qualitätssicherung,Adzuna
BMW Group,Praktikant Data Analytics Elektromobilität (w/m/x),"München, München (Kreis)",https://www.adzuna.de/details/4494720627?utm_medium=api&utm_source=16b1dafa,2023-12-24 10:25:57+00:00,"MAN KANN DIE ZUKUNFT NICHT VORHERSAGEN. ABER ENTWICKELN. TEILE DEINE LEIDENSCHAFT. Nur hochprofessionelle Abläufe in dynamischen Teams produzieren innovative Spitzentechnologie. Aber Fahrfreude wird bei uns von der Entwicklung bis zur Fertigung vor allem auch mit Spaß an der Arbeit und Begeisterung für das gemeinsame Projekt realisiert. Deshalb geben wir Studierenden bei uns nicht nur die Gelegenheit zum Zuhören, sondern vor allem auch zum Mitreden und Weiterdenken. Description Wir, die BMW Gro…",Unknown,Adzuna
BMW Group,Werkstudent Digitalisierung Cost Engineering (w/m/x),"München, München (Kreis)",https://www.adzuna.de/details/4493465241?utm_medium=api&utm_source=16b1dafa,2023-12-23 10:26:32+00:00,"GLEICH NORMAL MITARBEITEN IST NUR WOANDERS NICHT NORMAL. TEILE DEINE LEIDENSCHAFT. Erfolg ist Teamarbeit. Nur wenn Expert:innen ihr Fachwissen und ihre Begeisterung teilen, entsteht ein Workflow, in dem Ideen fließen. Das nennen wir Innovationskultur. Deshalb geben wir Studierenden bei uns nicht nur die Gelegenheit zum Zuhören, sondern vor allem auch zum Mitreden und Weiterdenken. Description Wir, die BMW Group, bieten dir eine spannende und abwechslungsreiche Werkstudententätigkeit im Bereich …",Unknown,Adzuna
PUBLICIS GROUPE,(Senior) Product Manager Financial Services,"München, München (Kreis)",https://www.adzuna.de/details/4467717681?utm_medium=api&utm_source=16b1dafa,2023-12-07 10:26:36+00:00,"Unternehmensbeschreibung Wer wir sind Als Partner für digitale Business Transformation begleitet Publicis Sapient Unternehmen auf ihrem Weg in die digitale Zukunft. Wir helfen, digitale Fähigkeiten zu aktivieren und kontinuierlich wachsenden Kundenerwartungen bestmöglich zu entsprechen. Mit unserer Start-up-Mentalität und innovativen Methodik eröffnen wir Unternehmen neue Wertschöpfungs- und Wachstumspotenziale. Dazu verbinden wir Strategie, Beratung und Customer Experience mit agilem Engineeri…",Stellen aus Buchhaltung & Finanzwesen,Adzuna
verovis GmbH,Consultant Trainee Track (all genders) für den Standort München,"Laim, München",https://www.adzuna.de/details/3740634037?utm_medium=api&utm_source=16b1dafa,2022-12-02 16:55:48+00:00,"DIE ZUKUNFT IM FOKUS. Nimm Deine Zukunft in die Hand. Was erwartet Dich? Du möchtest Deine Karriere in einem spannenden Arbeitsumfeld mit anspruchsvollen Aufgaben starten, hast eine charakterstarke Persönlichkeit und Freude am Anpacken innovativer Themen? Du hast Lust auf Beratung, bist dir aber noch nicht 100% sicher, welcher Bereich genau der richtige ist? Dann ist unser Trainee-Programm für unterschiedliche Bereiche der Beratung genau das Richtige für Dich. Jedes Trainee-Programm wird indivi…",Unknown,Adzuna
BMW Group,Praktikant Prozessmanagement (w/m/x),"München, München (Kreis)",https://www.adzuna.de/details/4545965240?utm_medium=api&utm_source=16b1dafa,2024-01-26 19:06:56+00:00,"MAN KANN DIE ZUKUNFT NICHT VORHERSAGEN. ABER ENTWICKELN. TEILE DEINE LEIDENSCHAFT. Nur hochprofessionelle Abläufe in dynamischen Teams produzieren innovative Spitzentechnologie. Aber Fahrfreude wird bei uns von der Entwicklung bis zur Fertigung vor allem auch mit Spaß an der Arbeit und Begeisterung für das gemeinsame Projekt realisiert. Deshalb geben wir Studierenden bei uns nicht nur die Gelegenheit zum Zuhören, sondern vor allem auch zum Mitreden und Weiterdenken. Description Wir, die BMW Gro…",Unknown,Adzuna
Bechtle,Werkstudent ISMS & IT Security (w/m/d),"Unterschleißheim, München (Kreis)",https://www.adzuna.de/details/4286299387?utm_medium=api&utm_source=16b1dafa,2023-08-31 08:00:28+00:00,"Hier bewegst du etwas: Dein Beitrag ist uns wichtig, daher begleitest du die ISO27001 Zertifizierung. Du erstellst die erforderlichen Dokumente für ein ISMS. Du unterstützt uns bei der Auswertung der Anforderungen und der Umsetzung der neuen Norm (NIS2 & deutscher Referentenentwurf). Du möchtest Verantwortung? Bei uns bist du aktiv beteiligt beim Aufbau eines ISMS. Damit punktest du: Du bist eingeschriebener Student (w/m/d) im Bereich IT-Sicherheit, Informatik, Data Science, Wirtschaftsinformat…",Stellen aus Buchhaltung & Finanzwesen,Adzuna
Siemens,Werkstudentin (w/m/d) Digital Finance & Process Mining,"München, München (Kreis)",https://www.adzuna.de/details/4533700996?utm_medium=api&utm_source=16b1dafa,2024-01-19 20:50:44+00:00,"Job Family: Internal Services Req ID: 403312 Art der Anstellung: Befristet; max. 20 Stunden/Woche In Richtung Zukunft? Bitte einsteigen. Wie werden wir in Zukunft miteinander kommunizieren, Energien sinnvoll nutzen und uns fortbewegen? Wir können an den Antworten zusammenarbeiten. Wir suchen dafür kluge Köpfe, die Theorien in die Praxis umwandeln und clever mitdenken. Als Werkstudentin stehen dir bei uns viele Türen offen, um dich einzubringen: Ergreife jetzt die Chance und werde Teil unseres g…",Unknown,Adzuna
BMW Group,Operations Specialist im Bereich Plattform-Management (w/m/x),"München, München (Kreis)",https://www.adzuna.de/details/4553365137?utm_medium=api&utm_source=16b1dafa,2024-02-01 19:18:43+00:00,"DATEN ZUM LAUFEN BRINGEN. TEILEN SIE IHRE LEIDENSCHAFT. Daten sind nichts ohne die kreativen Köpfe, die Fakten in Innovationen verwandeln. Unsere Data-Science-Expert:innen haben die Fähigkeit, die in den Zahlen verborgenen Wahrheiten zu entdecken und uns dabei zu helfen, Industrie 4.0 und Mobilität neu zu denken. Ihre Erkenntnisse aus den Daten, die wir heute sammeln, nutzen wir, um den Verkehr von morgen zu gestalten. Description Unser internationales Team SAP Services Enabling verantwortet da…",Unknown,Adzuna
Denodo Technologies,Associate Data Engineer (M/F/D),"München, München (Kreis)",https://www.adzuna.de/details/4250820225?utm_medium=api&utm_source=16b1dafa,2023-08-09 07:55:07+00:00,"Denodo ist ein führender Anbieter im Bereich Datenmanagement. Die preisgekrönte Denodo-Plattform ist die überlegene Lösung für Datenintegration, -management und -bereitstellung, die einen logischen Ansatz verfolgt, um Self-Service-BI, Data Science, hybrid/multi-Cloud-Datenintegration und Daten-Services zu ermöglichen. Denodo wurde 1999 gegründet und befindet sich in Privatbesitz. Wir sind ein schnell wachsendes, internationales Unternehmen und arbeiten mit Spitzentechnologie, aber das ist nicht…",IT-Stellen,Adzuna
BMW Group,Praktikant Data Analytics Elektromobilität in der Entwicklung (w/m/x),"München, München (Kreis)",https://www.adzuna.de/details/4557468606?utm_medium=api&utm_source=16b1dafa,2024-02-04 19:09:52+00:00,"MAN KANN DIE ZUKUNFT NICHT VORHERSAGEN. ABER ENTWICKELN. TEILE DEINE LEIDENSCHAFT. Nur hochprofessionelle Abläufe in dynamischen Teams produzieren innovative Spitzentechnologie. Aber Fahrfreude wird bei uns von der Entwicklung bis zur Fertigung vor allem auch mit Spaß an der Arbeit und Begeisterung für das gemeinsame Projekt realisiert. Deshalb geben wir Studierenden bei uns nicht nur die Gelegenheit zum Zuhören, sondern vor allem auch zum Mitreden und Weiterdenken. Description Wir, die BMW Gro…",Unknown,Adzuna
Hypercampus GmbH,Sales Manager (m/w/d),"Maxvorstadt, München",https://www.adzuna.de/details/4559580962?utm_medium=api&utm_source=16b1dafa,2024-02-06 13:38:13+00:00,"Das erwartet dich Für unsere Teilnehmerakquise suchen wir aktuell nach Verstärkung für unser Team, die unsere Passion für das digitale Gesundheitswesen und lifelong learning teilt Deine Aufgaben Durch deine kompetente Beratung ermöglichst du Menschen jeden Tag einen Neustart und die Option, sich noch einmal komplett neu zu erfinden Du stellst den Qualifizierungsbedarf unserer potenziellen Teilnehmenden fest und führst eine ganzheitliche, bedarfsgerechte und effiziente Beratung durch Im Rahmen d…",Unknown,Adzuna
Capco,Senior Consultant/Manager - Data Analytics,"München, München (Kreis)",https://www.adzuna.de/details/3924690326?utm_medium=api&utm_source=16b1dafa,2023-02-14 14:57:22+00:00,"Als globale Unternehmensberatung mit Fokus auf die Finanzdienstleistungsbranche kombinieren wir bei Capco innovatives Denken mit einzigartigem Know-How. So divers wie unsere Mitarbeiter, sind auch unsere Lösungen, die wir unseren Kunden anbieten. Bringe Dich ein und setze Deine Ideen bei Capco in die Tat um als… Senior Consultant/Manager - Data Analytics In Frankfurt am Main, Düsseldorf, München, Berlin oder Wien Deine Capco Benefits Du bist uns wichtig Daher bekommst Du einen persönlichen Coac…",Stellen aus Buchhaltung & Finanzwesen,Adzuna
CHECK24,Technical Director (m/w/d) Business Development,"München, München (Kreis)",https://www.adzuna.de/details/4452552029?utm_medium=api&utm_source=16b1dafa,2023-11-26 10:09:05+00:00,"Einleitung CHECK24 – Wir sind Deutschlands größtes Vergleichsportal und Innovationstreiber in einem. In über 50 Produktbereichen arbeiten wir daran, die beste User Experience zu schaffen. Das Automation-Team arbeitet an Lighthouse-Projekten, um mit Hilfe von (generativer) AI und anderen neuen Technologien Produktinnovation zu treiben, bestehende CHECK24-Vergleiche zu optimieren. Als rechte Hand des CAOs verantwortest du Projekte von der Konzeption bis zur Umsetzung. Du erhältst hautnah exklusiv…",IT-Stellen,Adzuna
verovis GmbH,"SENIOR CONSULTANT – DATA ANALYTICS (all genders) für die Standorte: München, Düsseldorf, Hamburg, Berlin","Laim, München",https://www.adzuna.de/details/3079798649?utm_medium=api&utm_source=16b1dafa,2022-04-26 09:55:12+00:00,DIE ZUKUNFT IM FOKUS. Nimm Deine Zukunft in die Hand. . STARTDATUM ab sofort DEINE AUFGABEN Als Senior Consultant (all genders) im Bereich Advanced Analytics analysierst Du Geschäftsprozesse und erarbeitest datengetriebene Lösungsansätze für unsere Kunden. Du übernimmst Projektverantwortung und bist ein Bindeglied zwischen unseren Entwicklerteams und den verschiedenen Stakeholdern mit einem guten Gespür für Menschen. Als Senior Data Analyst sind Datenmodelle und adressatenorientierte Visualisie…,Unknown,Adzuna
BMW Group,Praktikant Funktionssicherheitskonzepte (w/m/x),"München, München (Kreis)",https://www.adzuna.de/details/4564036895?utm_medium=api&utm_source=16b1dafa,2024-02-09 17:09:14+00:00,"EIN GUTES PRAKTIKUM IST PRAKTISCH NIE THEORETISCH. TEILE DEINE LEIDENSCHAFT. Erfolg ist Teamarbeit. Nur wenn Expert:innen ihr Fachwissen und ihre Begeisterung teilen, entsteht ein Workflow, in dem Ideen fließen. Das nennen wir Innovationskultur. Deshalb geben wir Studierenden bei uns nicht nur die Gelegenheit zum Zuhören, sondern vor allem auch zum Mitreden und Weiterdenken. Description Wir, die BMW Group, bieten dir ein spannendes und abwechslungsreiches Praktikum im Ressort E/E-Gesamtsystem, …",Unknown,Adzuna
BMW Group,Praktikant Funktionssicherheitskonzepte (w/m/x),"München, München (Kreis)",https://www.adzuna.de/details/4564036899?utm_medium=api&utm_source=16b1dafa,2024-02-09 17:09:14+00:00,"EIN GUTES PRAKTIKUM IST PRAKTISCH NIE THEORETISCH. TEILE DEINE LEIDENSCHAFT. Erfolg ist Teamarbeit. Nur wenn Expert:innen ihr Fachwissen und ihre Begeisterung teilen, entsteht ein Workflow, in dem Ideen fließen. Das nennen wir Innovationskultur. Deshalb geben wir Studierenden bei uns nicht nur die Gelegenheit zum Zuhören, sondern vor allem auch zum Mitreden und Weiterdenken. Description Wir, die BMW Group, bieten dir ein spannendes und abwechslungsreiches Praktikum im Ressort E/E-Gesamtsystem, …",Unknown,Adzuna
BMW Group,Doktorand Forschung und Vorentwicklung Digitale Modelle (w/m/x),"München, München (Kreis)",https://www.adzuna.de/details/4549093956?utm_medium=api&utm_source=16b1dafa,2024-01-29 19:19:30+00:00,"FORME AUS DEINER LEIDENSCHAFT EINE KARRIERE. PROMOTION BEI DER BMW GROUP. Die Dissertation ist ein bedeutsamer Schritt auf dem Weg zu einer wissenschaftlichen Karriere - die du zusammen mit uns gestalten kannst. An der Seite von erfahrenen Mentor:innen hast du die Möglichkeit, deine Leidenschaft und deine wissenschaftliche Kompetenz auf ganz reale Herausforderungen anzuwenden und die Zukunft der Mobilität mitzugestalten. Description Wir, die BMW Group, bieten dir eine spannende und abwechslungs…",Unknown,Adzuna
Lilium,Intern Lab Test Organization- Data Processing and Automation,"München, München (Kreis)",https://www.adzuna.de/details/4565492389?utm_medium=api&utm_source=16b1dafa,2024-02-11 17:06:55+00:00,"Intern Lab Test Organization- Data Processing and Automation Your role and your team: The Test and Experimental team is responsible for various disciplines covering component, system, and whole aircraft tests. It is set up in three divisions: Testing, Test Management and Test Operations. Our team runs tests that facilitate certification, development, and research for the technology areas: Propulsion Systems, Energy Storage, Structures, Environmental Tests, and Hardware in the Loop (HIL). You wi…",IT-Stellen,Adzuna
Adragos Pharma GmbH,Software Engineer Data als Werkstudent (m/w/d) oder Praktikum,"Altstadt-Lehel, München",https://www.adzuna.de/details/4570023229?utm_medium=api&utm_source=16b1dafa,2024-02-15 13:14:56+00:00,"Unser Angebot Attraktives Gehaltspaket. Berufliche Weiterentwicklung in einem globalen Umfeld. Ein dynamisches und unterstützendes Arbeitsumfeld. Gelegenheit zur Arbeit in einer hochmodernen technologischen Umgebung in der pharmazeutischen Industrie. Deine Aufgaben Unterstützung bei der Entwicklung und Implementierung skalierbarer Datenpipelines unter Verwendung von Python und Tools wie Dagster, Fivetran, dbt Core mit der Cloud Datenbank Snowflake. Durchführung von Datenextraktion, -laden und -…",Unknown,Adzuna
msg systems,(Senior) IT Consultant IoT & KI / New Data Solutions (m/w/d),"Altstadt-Lehel, München",https://www.adzuna.de/details/3964254782?utm_medium=api&utm_source=16b1dafa,2023-03-07 23:25:01+00:00,"(Senior) IT Consultant IoT & KI / New Data Solutions (m/w/d) Sie denken smart, begeistern sich für modernste Technologien und sind erst zufrieden, wenn alle Prozesse und Systeme einwandfrei funktionieren? Dann sind Sie bei uns genau richtig. Durch unsere digitalen Lösungen aus den Bereichen MDM, BI, Analytics, Big Data sowie IoT gelingt es Unternehmen aus Daten relevantes Wissen zu generieren, Prozesse auf smarte Weise zu digitalisieren und somit die Welt von Morgen mit neuen Produkten zu begei…",Unknown,Adzuna
msg systems,"(Senior) IT Consultant IoT, Big Data Analytics & Time Series Analysis / New Data Solutions (m/w/d)","Altstadt-Lehel, München",https://www.adzuna.de/details/3964254048?utm_medium=api&utm_source=16b1dafa,2023-03-07 23:24:49+00:00,"(Senior) IT Consultant IoT, Big Data Analytics & Time Series Analysis / New Data Solutions (m/w/d) Sie denken smart, begeistern sich für modernste Technologien und sind erst zufrieden, wenn alle Prozesse und Systeme einwandfrei funktionieren? Dann sind Sie bei uns genau richtig. Durch unsere digitalen Lösungen aus den Bereichen MDM, BI, Analytics, Big Data sowie IoT gelingt es Unternehmen aus Daten relevantes Wissen zu generieren, Prozesse auf smarte Weise zu digitalisieren und somit die Welt v…",Unknown,Adzuna
VDI/VDE Innovation + Technik GmbH,Physiker / Elektrotechniker / Informatiker als Wissenschaftlicher Berater (d/w/m),"Ludwigsvorstadt-Isarvorstadt, München",https://www.adzuna.de/details/4550054801?utm_medium=api&utm_source=16b1dafa,2024-01-30 13:23:08+00:00,"Physiker / Elektrotechniker / Informatiker als Wissenschaftlicher Berater (d/w/m) Bereich: Technologien des digitalen Wandels Standort: München Kennziffer: 226571 Ihre Aufgaben bei uns: Beurteilung, Begutachtung und Betreuung von Forschungs- und Entwicklungsprojekten im Auftrag von Ministerien des Bundes und der Länder Beratung zu technologischen Fragestellungen der Digitalisierung, speziell in den Themenfeldern Künstliche Intelligenz – Data Science, Kommunikationsnetze der Zukunft sowie IT-Sic…",IT-Stellen,Adzuna
IQVIA,Analyst (m/f/d),"München, München (Kreis)",https://www.adzuna.de/details/4570665689?utm_medium=api&utm_source=16b1dafa,2024-02-15 21:05:21+00:00,"Unser Real World Team in München berät Pharma-Kunden in den Bereichen Market Access, Epidemiologie und Gesundheitsökonomie, indem wir auf Basis der verfügbaren klinischen Evidenz mit Unterstützung der IQVIA Datenbanken und Methoden die Lösung zu den unterschiedlichsten Fragestellungen unserer Kunden erarbeiten. Wir suchen zum nächstmöglichen Zeitpunkt einen Junior Consultant für den Standort in München. Die Position ist in Vollzeit zu besetzen, und auf 2 Jahre befristet (Elternzeitvertretung). …",Unknown,Adzuna
Fraunhofer CSE,Senior Scientist Trustworthy Digital Health,"München, München (Kreis)",https://www.adzuna.de/details/4515645766?utm_medium=api&utm_source=16b1dafa,2024-01-08 10:30:22+00:00,"The Fraunhofer-Gesellschaft (www.fraunhofer.com) currently operates 76 institutes and research institutions throughout Germany and is the world's leading applied research organization. Around 30 800 employees work with an annual research budget of 3.0 billion euros. Safe Intelligence - this forms the core brand of the Fraunhofer Institute for Cognitive Systems IKS. Connected cognitive systems drive innovation in many sectors, for example in autonomous vehicles, medical devices or intelligent au…",Lehrberufe,Adzuna
appliedAI,Generative AI Engineer (m/f/x),"Maxvorstadt, München",https://www.adzuna.de/details/4493741163?utm_medium=api&utm_source=16b1dafa,2023-12-23 12:57:18+00:00,"About us The appliedAI Initiative elevates Europe’s industry to become shapers in the age of AI, creating a future that we desire to live in. Through our ecosystem of strong partners, comprehensive programs, services and solutions we advance companies holistically on their AI journey. With our uniquely diverse, interdisciplinary, and driven team, we build on deep technical expertise while specializing on applicability of the solutions. We share a mindset of collaboration and openness with our e…",Unknown,Adzuna
IQVIA Holdings Inc,Global Compliance Senior Consultant - Life Science (M / W / D),"München, München (Kreis)",https://www.adzuna.de/details/4512956521?utm_medium=api&utm_source=16b1dafa,2024-01-06 10:34:38+00:00,"Join us on our exciting journey IQVIA is The Human Data Science Company, focused on using data and science to help healthcare clients find better solutions for their patients. Formed through the merger of IMS Health and Quintiles, IQVIA offers a broad range of solutions that harness advances in healthcare information, Technology, analytics and human ingenuity to drive healthcare forward. The Senior Consultant will work primarily on teams led by Engagement Managers and Principals to meet goals a…",Stellen aus Buchhaltung & Finanzwesen,Adzuna
VISPIRON SYSTEMS GmbH,(Senior) Datenanalyst (M/W/D),"Milbertshofen-Am Hart, München",https://www.adzuna.de/details/4488520804?utm_medium=api&utm_source=16b1dafa,2023-12-20 12:55:19+00:00,"Dein Beitrag: Zusammen Werte schaffen Du bist aktiver Bestandteil des Projektteams und wirkst in folgenden Bereichen mit: Datenanalyse: Auswertung großer Datenmengen aus Tausenden Straßenfahrzeugen mit modernen Big Data Tools von Datenbereinigung bis zu Ergebnissen Data Engineering: Entwicklung von Funktionen und Pipelines zur Automatisierung solcher Auswertungen Visualisierung: Grafische Aufbereitung, inhaltliche Deutung und Präsentation der Ergebnisse an interne und externe Kunden Datensammlu…",Unknown,Adzuna
Slalom,Senior Principal Data & Analytics,"München, München (Kreis)",https://www.adzuna.de/details/4530795598?utm_medium=api&utm_source=16b1dafa,2024-01-18 10:38:14+00:00,"Über uns Slalom ist ein modernes Beratungsunternehmen, das sich auf Strategie, Technologie und IT-Transformation konzentriert. In 45 Märkten auf der ganzen Welt haben unsere Berater die Möglichkeit, nach dem lokalen Ansatz schnell bei unseren Kunden zu sein und vor Ort zu helfen. Slalom wurde 2001 gegründet, hat seinen Hauptsitz in Seattle und ist organisch auf über 13.000 Mitarbeiter gewachsen. Slalom wurde fünf Jahre in Folge von Fortune zu einem der 100 besten Arbeitgeber ernannt und wird re…",Unknown,Adzuna
BMW Group,Praktikant Entwicklung digitaler Arbeitsprozesse (w/m/x),"München, München (Kreis)",https://www.adzuna.de/details/4493464870?utm_medium=api&utm_source=16b1dafa,2023-12-23 10:26:30+00:00,"THEORETISCH DIE BESTE ENTSCHEIDUNG. PRAKTISCH AUCH. TEILE DEINE LEIDENSCHAFT. Nur hochprofessionelle Abläufe in dynamischen Teams produzieren innovative Spitzentechnologie. Aber Fahrfreude wird bei uns von der Entwicklung bis zur Fertigung vor allem auch mit Spaß an der Arbeit und Begeisterung für das gemeinsame Projekt realisiert. Deshalb geben wir Studierenden bei uns nicht nur die Gelegenheit zum Zuhören, sondern auch zum Mitreden und Weiterdenken. Description Wir, die BMW Group, bieten dir …",Unknown,Adzuna
DBA: Zeiss Group,Senior Machine Learning Scientist (f/m/x),"Altstadt-Lehel, München",https://www.adzuna.de/details/4225760108?utm_medium=api&utm_source=16b1dafa,2023-07-27 07:48:52+00:00,"We are looking for a motivated and result-oriented ""Machine Learning Scientist"" to join the AI and Machine Learning R&D team in Munich. In this role you will be responsible for developing state-of-the-art machine learning algorithms and applications for different medical fields like ophthalmology, laser vision correction and microsurgery. You will also have a key role in driving innovation and implementing new concepts of AI-based medical software on cloud, or on devices. This role involves clo…",Verwaltungsstellen,Adzuna
MTU Aero Engines AG,Intern at Center of Excellence for Artificial Intelligence (all genders),"München, München (Kreis)",https://www.adzuna.de/details/3371744719?utm_medium=api&utm_source=16b1dafa,2022-08-03 14:07:35+00:00,"UPLIFTYOURFUTURE Over 11,000 People. 18 Locations worldwide. One in three planes files with our Technology. Even more economical, lower in emissions and quieter. We shape the future of Aviation. The only thing missing: You. Our team in Munich is searching for you: Intern at Center of Excellence for Artificial Intelligence (all genders) As a result of the Artificial Intelligence (AI) strategy developed in 2020, an ""AI Center of Excellence"" has been created at MTU, which is part of the group-wide…",Verwaltungsstellen,Adzuna
MTU Aero Engines AG,Masterthesis: Development of data-driven models and correlation methods for raw part quality assurance,"München, München (Kreis)",https://www.adzuna.de/details/4489796536?utm_medium=api&utm_source=16b1dafa,2023-12-21 10:25:39+00:00,"UPLIFTYOURFUTURE Over 11,000 People. 18 Locations worldwide. One in three planes files with our Technology. Even more economical, lower in emissions and quieter. We shape the future of Aviation. The only thing missing: You. Our team in Munich is searching for you: Masterthesis: Development of data-driven models and correlation methods for raw part quality assurance Quality assurance methods play a central role in aviation. Decisions that significantly impact flight safety are made based on regu…",Stellen aus Fertigung,Adzuna
BMW Group,Doktorand Causal Machine Learning (w/m/x),"München, München (Kreis)",https://www.adzuna.de/details/4493465183?utm_medium=api&utm_source=16b1dafa,2023-12-23 10:26:32+00:00,"FORME AUS DEINER LEIDENSCHAFT EINE KARRIERE. PROMOTION BEI DER BMW GROUP. Die Dissertation ist ein bedeutsamer Schritt auf dem Weg zu einer wissenschaftlichen Karriere - die du zusammen mit uns gestalten kannst. An der Seite von erfahrenen Mentoren hast du die Möglichkeit, deine Leidenschaft und deine wissenschaftliche Kompetenz auf ganz reale Herausforderungen anzuwenden und die Zukunft der Mobilität mitzugestalten. Description Wir, die BMW Group, bieten dir eine spannende und abwechslungsreic…",Unknown,Adzuna
BMW Group,Praktikant Ablaufsimulation (w/m/x),"München, München (Kreis)",https://www.adzuna.de/details/4493463512?utm_medium=api&utm_source=16b1dafa,2023-12-23 10:26:22+00:00,"DIE ZUKUNFT DER MOBILITÄT? DIGITAL. TEILE DEINE LEIDENSCHAFT. Mehr als 90 % aller Innovationen im Automobil basieren auf Elektronik und Software. Gerade hier sind große Freiräume und vernetztes Denken gefordert, um die Mobilität neu zu erfinden und ein völlig neues Fahrerlebnis zu ermöglichen. Deshalb geben wir Studierenden bei uns nicht nur die Gelegenheit zum Zuhören, sondern auch zum Mitreden und Weiterdenken. Description Wir, die BMW Group, bieten dir ein spannendes und abwechslungsreiches …",Unknown,Adzuna
BMW Group,Prozessmanager Identity and Access Management (w/m/x),"München, München (Kreis)",https://www.adzuna.de/details/4493465346?utm_medium=api&utm_source=16b1dafa,2023-12-23 10:26:33+00:00,"DATEN ZUM LAUFEN BRINGEN. TEILEN SIE IHRE LEIDENSCHAFT. Daten sind nichts ohne die kreativen Köpfe, die Fakten in Innovationen verwandeln. Unsere Data-Science-Experten haben die Fähigkeit, die in den Zahlen verborgenen Wahrheiten zu entdecken und uns dabei zu helfen, Industrie 4.0 und Mobilität neu zu denken. Ihre Erkenntnisse aus den Daten, die wir heute sammeln, nutzen wir, um den Verkehr von morgen zu gestalten. Description Innerhalb der BMW Group verantworten wir das Identity & Access Manag…",Unknown,Adzuna
BMW Group,Praktikant Digitalisierung in der Produktstrategie (w/m/x),"München, München (Kreis)",https://www.adzuna.de/details/4493464348?utm_medium=api&utm_source=16b1dafa,2023-12-23 10:26:27+00:00,"EIN GUTES PRAKTIKUM IST PRAKTISCH NIE THEORETISCH. TEILE DEINE LEIDENSCHAFT. Erfolg ist Teamarbeit. Nur wenn Experten ihr Fachwissen und ihre Begeisterung teilen, entsteht ein Workflow, in dem Ideen fließen. Das nennen wir Innovationskultur. Deshalb geben wir Studierenden bei uns nicht nur die Gelegenheit zum Zuhören, sondern vor allem auch zum Mitreden und Weiterdenken. Description Wir, die BMW Group, bieten dir ein spannendes und abwechslungsreiches Praktikum im Bereich Digitalisierung in der…",Unknown,Adzuna
