title,company,location,day_before_posts_de,day_before_posts_en,job_posted,link
Referent Evaluation / Data Scientist (m/w/d),Mobil Krankenkasse,"Hamburg, Hannover",vor 2 Wochen,2 weeks ago,2024-02-07,https://www.stepstone.de/stellenangebote--Referent-Evaluation-Data-Scientist-m-w-d-Hamburg-Hannover-Mobil-Krankenkasse--10602327-inline.html
Data & Business Intelligence Manager (w/m/d),FUTRUE GmbH,Gräfelfing bei München,vor 1 Woche,1 week ago,2024-02-14,https://www.stepstone.de/stellenangebote--Data-Business-Intelligence-Manager-w-m-d-Graefelfing-bei-Muenchen-FUTRUE-GmbH--10717797-inline.html
Duales Studium 2024 - Bachelor of Science Wirtschaftsinformatik,AXA Konzern AG,Köln,vor 1 Woche,1 week ago,2024-02-14,https://www.stepstone.de/stellenangebote--Duales-Studium-2024-Bachelor-of-Science-Wirtschaftsinformatik-Koeln-AXA-Konzern-AG--10730606-inline.html
Mitarbeiter (m/w/d) Master Data Management / Stammdaten Spezialist,Pfizer Pharma GmbH,Freiburg,vor 4 Tagen,4 days ago,2024-02-17,https://www.stepstone.de/stellenangebote--Mitarbeiter-m-w-d-Master-Data-Management-Stammdaten-Spezialist-Freiburg-Pfizer-Pharma-GmbH--10673205-inline.html
Data Analytics Engineer (m/w/d),Obungi GmbH,"Hamburg, Kiel, Bremen, Lübeck, Lüneburg",vor 4 Tagen,4 days ago,2024-02-17,https://www.stepstone.de/stellenangebote--Data-Analytics-Engineer-m-w-d-Hamburg-Kiel-Bremen-Luebeck-Lueneburg-Obungi-GmbH--9953275-inline.html
Ingenieur / Ingenieurin (m/w/d) mit Bachelor oder Master of Science als Aufsichtsperson für die Betreuung von Mitgliedsbetrieben der BGHM,BGHM Berufsgenossenschaft Holz und Metall,Düsseldorf,vor 1 Woche,1 week ago,2024-02-14,https://www.stepstone.de/stellenangebote--Ingenieur-Ingenieurin-m-w-d-mit-Bachelor-oder-Master-of-Science-als-Aufsichtsperson-fuer-die-Betreuung-von-Mitgliedsbetrieben-der-BGHM-Duesseldorf-BGHM-Berufsgenossenschaft-Holz-und-Metall--10731004-inline.html
Assistenz (m/w/d) Abteilung Data Analytics und AI,KKH Kaufmännische Krankenkasse,Hannover,vor 4 Tagen,4 days ago,2024-02-17,https://www.stepstone.de/stellenangebote--Assistenz-m-w-d-Abteilung-Data-Analytics-und-AI-Hannover-KKH-Kaufmaennische-Krankenkasse--10671590-inline.html
Duales Studium Bachelor of Science (m/w/d) Betriebswirtschaft & Wirtschaftspsychologie,Swiss Life Select Deutschland GmbH,"Köln, Bonn, Karlsruhe, Stuttgart, München, Berlin, Bielefeld",vor 1 Woche,1 week ago,2024-02-14,https://www.stepstone.de/stellenangebote--Duales-Studium-Bachelor-of-Science-m-w-d-Betriebswirtschaft-Wirtschaftspsychologie-Koeln-Bonn-Karlsruhe-Stuttgart-Muenchen-Berlin-Bielefeld-Swiss-Life-Select-Deutschland-GmbH--10651439-inline.html
Data Engineer (m/w/d),Arvato Systems Digital GmbH,"Gütersloh, Köln oder Rostock",vor 4 Tagen,4 days ago,2024-02-17,https://www.stepstone.de/stellenangebote--Data-Engineer-m-w-d-Guetersloh-Koeln-oder-Rostock-Arvato-Systems-Digital-GmbH--10668234-inline.html
Business Data Analyst & Data Thinking Consultant (w|m|d),BridgingIT GmbH,"Mannheim, Stuttgart",vor 1 Woche,1 week ago,2024-02-14,https://www.stepstone.de/stellenangebote--Business-Data-Analyst-Data-Thinking-Consultant-wmd-Mannheim-Stuttgart-BridgingIT-GmbH--10499637-inline.html
Business Expert Data Governance,Commerzbank AG,Frankfurt am Main,vor 4 Tagen,4 days ago,2024-02-17,https://www.stepstone.de/stellenangebote--Business-Expert-Data-Governance-Frankfurt-am-Main-Commerzbank-AG--10672568-inline.html
(Junior) Data Analyst / Business Intelligence Expert (GN),Marc Cain GmbH,Bodelshausen,vor 1 Woche,1 week ago,2024-02-14,https://www.stepstone.de/stellenangebote--Junior-Data-Analyst-Business-Intelligence-Expert-GN-Bodelshausen-Marc-Cain-GmbH--10622992-inline.html
Specialist (m/w/d) Datamanagement,DACHSER SE,"Berlin, Hamburg, München, Köln, Frankfurt a. M., Stuttgart, Dresden, Dortmund, Kempten, Karlsruhe",vor 1 Woche,1 week ago,2024-02-14,https://www.stepstone.de/stellenangebote--Specialist-m-w-d-Datamanagement-Berlin-Hamburg-Muenchen-Koeln-Frankfurt-a-M-Stuttgart-Dresden-Dortmund-Kempten-Karlsruhe-DACHSER-SE--9856747-inline.html
Master Data Specialist (m/w/d),Gebr. Heinemann SE & Co. KG,Hamburg,vor 4 Tagen,4 days ago,2024-02-17,https://www.stepstone.de/stellenangebote--Master-Data-Specialist-m-w-d-Hamburg-Gebr-Heinemann-SE-Co-KG--10670310-inline.html
Senior Data Architect (f/m/d),Uniper SE,Düsseldorf,vor 2 Wochen,2 weeks ago,2024-02-07,https://www.stepstone.de/stellenangebote--Senior-Data-Architect-f-m-d-Duesseldorf-Uniper-SE--10705575-inline.html
Ingenieurin / Ingenieur (m/w/d) (FH-Diplom / Bachelor of Engineering / Bachelor of Science) für die Laufbahnausbildung im gehobenen technischen Verwaltungsdienst,Eisenbahn-Bundesamt (EBA),Schwerin,vor 1 Woche,1 week ago,2024-02-14,https://www.stepstone.de/stellenangebote--Ingenieurin-Ingenieur-m-w-d-FH-Diplom-Bachelor-of-Engineering-Bachelor-of-Science-fuer-die-Laufbahnausbildung-im-gehobenen-technischen-Verwaltungsdienst-Schwerin-Eisenbahn-Bundesamt-EBA--10709554-inline.html
Ingenieurin / Ingenieur (m/w/d) (FH-Diplom / Bachelor of Engineering / Bachelor of Science) für die Laufbahnausbildung im gehobenen technischen Verwaltungsdienst im Fachbereich Arbeitsschutz,Eisenbahn-Bundesamt (EBA),Erfurt,vor 1 Woche,1 week ago,2024-02-14,https://www.stepstone.de/stellenangebote--Ingenieurin-Ingenieur-m-w-d-FH-Diplom-Bachelor-of-Engineering-Bachelor-of-Science-fuer-die-Laufbahnausbildung-im-gehobenen-technischen-Verwaltungsdienst-im-Fachbereich-Arbeitsschutz-Erfurt-Eisenbahn-Bundesamt-EBA--10709487-inline.html
Werkstudent im Bereich Operations – Schwerpunkt Data Analyst (all genders),Consorsbank! by BNP PARIBAS,"Nürnberg,München",vor 1 Woche,1 week ago,2024-02-14,https://www.stepstone.de/stellenangebote--Werkstudent-im-Bereich-Operations-Schwerpunkt-Data-Analyst-all-genders-Nuernberg-Muenchen-Consorsbank-by-BNP-PARIBAS--10719130-inline.html
Senior Data Engineer (m/w/d),Mercedes-Benz Tech Innovation,Stuttgart,vor 1 Woche,1 week ago,2024-02-14,https://www.stepstone.de/stellenangebote--Senior-Data-Engineer-m-w-d-Stuttgart-Mercedes-Benz-Tech-Innovation--10231836-inline.html
Business Data Analyst – Spedition / Internationale Landverkehre (m/w/d),Noerpel SE & Co. KG,bundesweit,vor 2 Wochen,2 weeks ago,2024-02-07,https://www.stepstone.de/stellenangebote--Business-Data-Analyst-Spedition-Internationale-Landverkehre-m-w-d-bundesweit-Noerpel-SE-Co-KG--10610642-inline.html
(Senior) Data Engineer – Business Intelligence (w/m/d),Douglas GmbH,Düsseldorf,vor 1 Woche,1 week ago,2024-02-14,https://www.stepstone.de/stellenangebote--Senior-Data-Engineer-Business-Intelligence-w-m-d-Duesseldorf-Douglas-GmbH--10610068-inline.html
Data Engineer (m/w/d),Schwarz Dienstleistungen,Heilbronn,vor 5 Tagen,5 days ago,2024-02-16,https://www.stepstone.de/stellenangebote--Data-Engineer-m-w-d-Heilbronn-Schwarz-Dienstleistungen--10746809-inline.html
Data Analyst (w/m/d) – Data Visualization (Tableau),von Poll Immobilien GmbH,Frankfurt am Main,vor 5 Tagen,5 days ago,2024-02-16,https://www.stepstone.de/stellenangebote--Data-Analyst-w-m-d-Data-Visualization-Tableau-Frankfurt-am-Main-von-Poll-Immobilien-GmbH--10750168-inline.html
Data-Analyst*in für Kundenprozessoptimierung,Stromnetz Berlin GmbH,Berlin,vor 4 Tagen,4 days ago,2024-02-17,https://www.stepstone.de/stellenangebote--Data-Analystin-fuer-Kundenprozessoptimierung-Berlin-Stromnetz-Berlin-GmbH--10283179-inline.html
(Senior) Actuarial Data Scientist (m/w/d),Verti Versicherung AG,Teltow bei Berlin,vor 2 Wochen,2 weeks ago,2024-02-07,https://www.stepstone.de/stellenangebote--Senior-Actuarial-Data-Scientist-m-w-d-Teltow-bei-Berlin-Verti-Versicherung-AG--10602166-inline.html
Business Data Engineer / Product Information Manager (m/w/d),WELEDA AG,Schwäbisch Gmünd,vor 4 Tagen,4 days ago,2024-02-17,https://www.stepstone.de/stellenangebote--Business-Data-Engineer-Product-Information-Manager-m-w-d-Schwaebisch-Gmuend-WELEDA-AG--10748230-inline.html
Senior Data Engineer (m/w/d),Mercedes-Benz Tech Innovation,"Karlsruhe, Stuttgart",vor 2 Wochen,2 weeks ago,2024-02-07,https://www.stepstone.de/stellenangebote--Senior-Data-Engineer-m-w-d-Karlsruhe-Stuttgart-Mercedes-Benz-Tech-Innovation--10231834-inline.html
Data Analyst für den Bereich Straßenbahn (w/m/d),Berliner Verkehrsbetriebe (BVG),Berlin,vor 5 Tagen,5 days ago,2024-02-16,https://www.stepstone.de/stellenangebote--Data-Analyst-fuer-den-Bereich-Strassenbahn-w-m-d-Berlin-Berliner-Verkehrsbetriebe-BVG--10749564-inline.html
Software Architekt*in Sensor Data Fusion (w/m/d),HENSOLDT,Immenstaad,vor 5 Tagen,5 days ago,2024-02-16,https://www.stepstone.de/stellenangebote--Software-Architektin-Sensor-Data-Fusion-w-m-d-Immenstaad-HENSOLDT--10747377-inline.html
Print & Data Manager (m/w/d),Windstar Medical GmbH,Frankfurt am Main,vor 5 Tagen,5 days ago,2024-02-16,https://www.stepstone.de/stellenangebote--Print-Data-Manager-m-w-d-Frankfurt-am-Main-Windstar-Medical-GmbH--10666331-inline.html
Junior Consultant AI & Data Academy (m/w/d),Schwarz Dienstleistungen,Heilbronn,vor 5 Tagen,5 days ago,2024-02-16,https://www.stepstone.de/stellenangebote--Junior-Consultant-AI-Data-Academy-m-w-d-Heilbronn-Schwarz-Dienstleistungen--10746810-inline.html
Consultant / Expert Data Security,TÜV SÜD,Bundesweit,vor 5 Tagen,5 days ago,2024-02-16,https://www.stepstone.de/stellenangebote--Consultant-Expert-Data-Security-Bundesweit-TUEV-SUED--10563499-inline.html
QA Data Integrity Expert (m/w/d),Fresenius Kabi,Friedberg (Hessen),vor 5 Tagen,5 days ago,2024-02-16,https://www.stepstone.de/stellenangebote--QA-Data-Integrity-Expert-m-w-d-Friedberg-Hessen-Fresenius-Kabi--10665404-inline.html
"(Junior) Consultant (w/m/d) IT-Forensic, eDiscovery und Forensic Data Analytics",KPMG AG Wirtschaftsprüfungsgesellschaft,"Köln, Düsseldorf, Hamburg, Berlin, Frankfurt, Mannheim, Stuttgart, München",vor 1 Woche,1 week ago,2024-02-14,https://www.stepstone.de/stellenangebote--Junior-Consultant-w-m-d-IT-Forensic-eDiscovery-und-Forensic-Data-Analytics-Koeln-Duesseldorf-Hamburg-Berlin-Frankfurt-Mannheim-Stuttgart-Muenchen-KPMG-AG-Wirtschaftspruefungsgesellschaft--10621838-inline.html
Data Engineer / Data Analyst (m/w/d),Stiegelmeyer GmbH & Co. KG,Herford,vor 5 Tagen,5 days ago,2024-02-16,https://www.stepstone.de/stellenangebote--Data-Engineer-Data-Analyst-m-w-d-Herford-Stiegelmeyer-GmbH-Co-KG--10666327-inline.html
Senior Data Platform Architect Supply Solutions (m/w/d),msg systems ag,"München, Berlin,bundesweit, Düsseldorf, Essen, Frankfurt/M., Hamburg, Karlsruhe, Köln",vor 2 Wochen,2 weeks ago,2024-02-07,https://www.stepstone.de/stellenangebote--Senior-Data-Platform-Architect-Supply-Solutions-m-w-d-Muenchen-Berlin-bundesweit-Duesseldorf-Essen-Frankfurt-M-Hamburg-Karlsruhe-Koeln-msg-systems-ag--10394703-inline.html
Power BI Data Analyst (m/w/d),Zeppelin GmbH,Garching bei München,vor 5 Tagen,5 days ago,2024-02-16,https://www.stepstone.de/stellenangebote--Power-BI-Data-Analyst-m-w-d-Garching-bei-Muenchen-Zeppelin-GmbH--10664894-inline.html
Trainee Data Management & Reporting (m/w/d),Sparkassenverband Bayern,München,vor 5 Tagen,5 days ago,2024-02-16,https://www.stepstone.de/stellenangebote--Trainee-Data-Management-Reporting-m-w-d-Muenchen-Sparkassenverband-Bayern--10748594-inline.html
Data Engineer (m/w/d),emetriq GmbH,Hamburg,vor 5 Tagen,5 days ago,2024-02-16,https://www.stepstone.de/stellenangebote--Data-Engineer-m-w-d-Hamburg-emetriq-GmbH--10748648-inline.html
WerkstudentIn (m/w/d) Data Analyst,ALDI Einkauf SE & Co. oHG,Essen,vor 5 Tagen,5 days ago,2024-02-16,https://www.stepstone.de/stellenangebote--WerkstudentIn-m-w-d-Data-Analyst-Essen-ALDI-Einkauf-SE-Co-oHG--10748368-inline.html
Sales Manager Cloud and Data Center (m/w/d),ORBIT Gesellschaft für Applikations- und Informationssysteme mbH,"Münster, Dortmund, Düsseldorf, Köln, Bonn, Koblenz, Frankfurt am Main, Nürnberg, Stuttgart, München",vor 1 Woche,1 week ago,2024-02-14,https://www.stepstone.de/stellenangebote--Sales-Manager-Cloud-and-Data-Center-m-w-d-Muenster-Dortmund-Duesseldorf-Koeln-Bonn-Koblenz-Frankfurt-am-Main-Nuernberg-Stuttgart-Muenchen-ORBIT-Gesellschaft-fuer-Applikations-und-Informationssysteme-mbH--10622035-inline.html
Specialist ERP Process & Master Data Management (m/w/d),PM-International AG,Speyer,vor 5 Tagen,5 days ago,2024-02-16,https://www.stepstone.de/stellenangebote--Specialist-ERP-Process-Master-Data-Management-m-w-d-Speyer-PM-International-AG--10746947-inline.html
Geschäftsführung (m/w/d) der Life Science Nord Management GmbH,HAPEKO Deutschland GmbH,Hamburg,vor 4 Tagen,4 days ago,2024-02-17,https://www.stepstone.de/stellenangebote--Geschaeftsfuehrung-m-w-d-der-Life-Science-Nord-Management-GmbH-Hamburg-HAPEKO-Deutschland-GmbH--10751173-inline.html
Werkstudent Strategic Data Business Development (m/w/d),Hubert Burda Media,München,vor 5 Tagen,5 days ago,2024-02-16,https://www.stepstone.de/stellenangebote--Werkstudent-Strategic-Data-Business-Development-m-w-d-Muenchen-Hubert-Burda-Media--10748167-inline.html
IT Consultant Data Center Services - Azure Cloud (m/w/d),Melitta Gruppe,Minden,vor 5 Tagen,5 days ago,2024-02-16,https://www.stepstone.de/stellenangebote--IT-Consultant-Data-Center-Services-Azure-Cloud-m-w-d-Minden-Melitta-Gruppe--9755631-inline.html
Data Engineer (m/f/d),Stepstone GmbH,Düsseldorf,vor 5 Tagen,5 days ago,2024-02-16,https://www.stepstone.de/stellenangebote--Data-Engineer-m-f-d-Duesseldorf-Stepstone-GmbH--10743921-inline.html
Stibo STEP Consultant Master Data Management Supply Solutions (m/w/d),msg systems ag,"Berlin, Berlin, Düsseldorf, Essen, Frankfurt/M., Hamburg, Karlsruhe, Köln, München, Stuttgart",vor 2 Wochen,2 weeks ago,2024-02-07,https://www.stepstone.de/stellenangebote--Stibo-STEP-Consultant-Master-Data-Management-Supply-Solutions-m-w-d-Berlin-Berlin-Duesseldorf-Essen-Frankfurt-M-Hamburg-Karlsruhe-Koeln-Muenchen-Stuttgart-msg-systems-ag--10394699-inline.html
Business Analyst mit Schwerpunkt Data Platforms (IBM TM1) (m/w/d),Hays – Interne Karriere bei Uns,"Mannheim , Düsseldorf , Berlin",vor 1 Woche,1 week ago,2024-02-14,https://www.stepstone.de/stellenangebote--Business-Analyst-mit-Schwerpunkt-Data-Platforms-IBM-TM1-m-w-d-Mannheim-Duesseldorf-Berlin-Hays-Interne-Karriere-bei-Uns--10728822-inline.html
Senior Data Engineer (f/m/d),TRANSPOREON GmbH,bundesweit,vor 2 Wochen,2 weeks ago,2024-02-07,https://www.stepstone.de/stellenangebote--Senior-Data-Engineer-f-m-d-bundesweit-TRANSPOREON-GmbH--10371070-inline.html
SAP (Senior) Consultant Customer Data Solutions – CDC/CDP (w/m/d),q.beyond AG,"Home-Office, bundesweit",vor 5 Tagen,5 days ago,2024-02-16,https://www.stepstone.de/stellenangebote--SAP-Senior-Consultant-Customer-Data-Solutions-CDC-CDP-w-m-d-Home-Office-bundesweit-q-beyond-AG--10745633-inline.html
(Senior) Risk Manager - Data (m/f/d),Lloyds Bank – Bank of Scotland,Berlin,vor 5 Tagen,5 days ago,2024-02-16,https://www.stepstone.de/stellenangebote--Senior-Risk-Manager-Data-m-f-d-Berlin-Lloyds-Bank-Bank-of-Scotland--10743751-inline.html
Senior Data Engineer/Architekt (m/w/d),Arvato Systems Digital GmbH,"Gütersloh, Köln, Rostock",vor 2 Wochen,2 weeks ago,2024-02-07,https://www.stepstone.de/stellenangebote--Senior-Data-Engineer-Architekt-m-w-d-Guetersloh-Koeln-Rostock-Arvato-Systems-Digital-GmbH--10704398-inline.html
Data Center Inventory & Asset Technician (m/f/d) - temporary position,Microsoft Deutschland GmbH,Frankfurt am Main,vor 6 Tagen,6 days ago,2024-02-15,https://www.stepstone.de/stellenangebote--Data-Center-Inventory-Asset-Technician-m-f-d-temporary-position-Frankfurt-am-Main-Microsoft-Deutschland-GmbH--10743927-inline.html
Werkstudent IT Big Data & Analytics Plattform (m/w/d),REWE digital,Köln,vor 5 Tagen,5 days ago,2024-02-16,https://www.stepstone.de/stellenangebote--Werkstudent-IT-Big-Data-Analytics-Plattform-m-w-d-Koeln-REWE-digital--10660947-inline.html
Praktikum Applied Data im Bereich Integration (m/w/d),Advanced Mask Technology Center GmbH & Co. KG,Dresden,vor 5 Tagen,5 days ago,2024-02-16,https://www.stepstone.de/stellenangebote--Praktikum-Applied-Data-im-Bereich-Integration-m-w-d-Dresden-Advanced-Mask-Technology-Center-GmbH-Co-KG--10744337-inline.html
Technical Data Quality Engineer (m/w/d),Bayernwerk Netz GmbH,Regensburg,vor 6 Tagen,6 days ago,2024-02-15,https://www.stepstone.de/stellenangebote--Technical-Data-Quality-Engineer-m-w-d-Regensburg-Bayernwerk-Netz-GmbH--10743280-inline.html
Data Engineer BI und Analytics (m/w/d),Allianz Private Krankenversicherungs-AG,Unterföhring bei München,vor 6 Tagen,6 days ago,2024-02-15,https://www.stepstone.de/stellenangebote--Data-Engineer-BI-und-Analytics-m-w-d-Unterfoehring-bei-Muenchen-Allianz-Private-Krankenversicherungs-AG--10744367-inline.html
Data Engineer (w/m/d),Next Kraftwerke GmbH,Köln,vor 6 Tagen,6 days ago,2024-02-15,https://www.stepstone.de/stellenangebote--Data-Engineer-w-m-d-Koeln-Next-Kraftwerke-GmbH--9647662-inline.html
Teamlead Customer Master Data & Services (m/w/d),FUCHS LUBRICANTS GERMANY GmbH,"Kaiserslautern, Mannheim",vor 6 Tagen,6 days ago,2024-02-15,https://www.stepstone.de/stellenangebote--Teamlead-Customer-Master-Data-Services-m-w-d-Kaiserslautern-Mannheim-FUCHS-LUBRICANTS-GERMANY-GmbH--10660404-inline.html
Team Lead Data Analytics & Data Innovation (m/w/d),Thinksurance GmbH,Frankfurt am Main,vor 6 Tagen,6 days ago,2024-02-15,https://www.stepstone.de/stellenangebote--Team-Lead-Data-Analytics-Data-Innovation-m-w-d-Frankfurt-am-Main-Thinksurance-GmbH--10745174-inline.html
BI & Data Engineer (m/w/d),Depenbrock Holding SE & Co. KG,"Stemwede, Oldenburg",vor 6 Tagen,6 days ago,2024-02-15,https://www.stepstone.de/stellenangebote--BI-Data-Engineer-m-w-d-Stemwede-Oldenburg-Depenbrock-Holding-SE-Co-KG--10559138-inline.html
Mitarbeiter Master Data Services (m/w/d),"Caceis Bank S.A., Germany Branch",München,vor 6 Tagen,6 days ago,2024-02-15,https://www.stepstone.de/stellenangebote--Mitarbeiter-Master-Data-Services-m-w-d-Muenchen-Caceis-Bank-S-A-Germany-Branch--8492951-inline.html
Product Data Manager im E-Commerce (m/w/d),"Peek & Cloppenburg KG, Düsseldorf",Düsseldorf,vor 6 Tagen,6 days ago,2024-02-15,https://www.stepstone.de/stellenangebote--Product-Data-Manager-im-E-Commerce-m-w-d-Duesseldorf-Peek-Cloppenburg-KG-Duesseldorf--10743873-inline.html
Praktikant (m/w/d) Dataanalyst Gesamtfahrzeug-Architekturentwicklung,Porsche Engineering Services GmbH,Bietigheim-Bissingen,vor 6 Tagen,6 days ago,2024-02-15,https://www.stepstone.de/stellenangebote--Praktikant-m-w-d-Dataanalyst-Gesamtfahrzeug-Architekturentwicklung-Bietigheim-Bissingen-Porsche-Engineering-Services-GmbH--10744374-inline.html
Information Security Manager – Data Privacy (m/w/d),Bundesdruckerei-Gruppe,Berlin,vor 6 Tagen,6 days ago,2024-02-15,https://www.stepstone.de/stellenangebote--Information-Security-Manager-Data-Privacy-m-w-d-Berlin-Bundesdruckerei-Gruppe--10744049-inline.html
Data Engineer (m/w/d) im Schwerpunkt Process Mining und Process Optimization,Stadtwerke München GmbH,München,vor 6 Tagen,6 days ago,2024-02-15,https://www.stepstone.de/stellenangebote--Data-Engineer-m-w-d-im-Schwerpunkt-Process-Mining-und-Process-Optimization-Muenchen-Stadtwerke-Muenchen-GmbH--10738093-inline.html
Technical Lead (m/w/d) Master Data Services,"HSBC Continental Europe S.A., Germany",Düsseldorf,vor 6 Tagen,6 days ago,2024-02-15,https://www.stepstone.de/stellenangebote--Technical-Lead-m-w-d-Master-Data-Services-Duesseldorf-HSBC-Continental-Europe-S-A-Germany--10742484-inline.html
(Junior) Manager Data Privacy / Datenschutz (m/w/d),Media Impact GmbH & Co. KG,Berlin,vor 1 Woche,1 week ago,2024-02-14,https://www.stepstone.de/stellenangebote--Junior-Manager-Data-Privacy-Datenschutz-m-w-d-Berlin-Media-Impact-GmbH-Co-KG--10626388-inline.html
Referent (m/w/d) SAP Master Data Management (Stammdatenverwaltung),Messe Frankfurt GmbH,Frankfurt am Main,vor 6 Tagen,6 days ago,2024-02-15,https://www.stepstone.de/stellenangebote--Referent-m-w-d-SAP-Master-Data-Management-Stammdatenverwaltung-Frankfurt-am-Main-Messe-Frankfurt-GmbH--10659418-inline.html
Softwarearchitekt*in Anwendungslabor für Künstliche Intelligenz und Big Data,Umweltbundesamt,Leipzig,vor 6 Tagen,6 days ago,2024-02-15,https://www.stepstone.de/stellenangebote--Softwarearchitektin-Anwendungslabor-fuer-Kuenstliche-Intelligenz-und-Big-Data-Leipzig-Umweltbundesamt--10659562-inline.html
Data Management Professional - Digital Sales (m/w/d),Schaeffler Automotive Aftermarket GmbH & Co. KG,Frankfurt am Main,vor 6 Tagen,6 days ago,2024-02-15,https://www.stepstone.de/stellenangebote--Data-Management-Professional-Digital-Sales-m-w-d-Frankfurt-am-Main-Schaeffler-Automotive-Aftermarket-GmbH-Co-KG--10659903-inline.html
Duales Studium Bachelor of Science – Wirtschaftsinformatik – Application Management SWE,WGV - Württembergische Gemeinde-Versicherung a.G.,Stuttgart,vor 1 Woche,1 week ago,2024-02-14,https://www.stepstone.de/stellenangebote--Duales-Studium-Bachelor-of-Science-Wirtschaftsinformatik-Application-Management-SWE-Stuttgart-WGV-Wuerttembergische-Gemeinde-Versicherung-a-G--10725790-inline.html
Data Quality and Solution Engineer (m/w/d),Bayernwerk Netz GmbH,"Regensburg, Regensburg",vor 6 Tagen,6 days ago,2024-02-15,https://www.stepstone.de/stellenangebote--Data-Quality-and-Solution-Engineer-m-w-d-Regensburg-Regensburg-Bayernwerk-Netz-GmbH--10742986-inline.html
Data Warehouse Engineer (w/m/d),DELO Industrie Klebstoffe GmbH & Co. KGaA,Windach bei München,vor 1 Woche,1 week ago,2024-02-14,https://www.stepstone.de/stellenangebote--Data-Warehouse-Engineer-w-m-d-Windach-bei-Muenchen-DELO-Industrie-Klebstoffe-GmbH-Co-KGaA--10609925-inline.html
(Senior) Cloud Data Engineer Supply Solutions (m/w/d),msg systems ag,"Berlin, Düsseldorf, Essen, Frankfurt/M., Hamburg, Karlsruhe, Köln, München",vor 2 Wochen,2 weeks ago,2024-02-07,https://www.stepstone.de/stellenangebote--Senior-Cloud-Data-Engineer-Supply-Solutions-m-w-d-Berlin-Duesseldorf-Essen-Frankfurt-M-Hamburg-Karlsruhe-Koeln-Muenchen-msg-systems-ag--10394698-inline.html
Cloud Data Architect & Modeler (w/m/d),DekaBank Deutsche Girozentrale,Frankfurt am Main,vor 2 Wochen,2 weeks ago,2024-02-07,https://www.stepstone.de/stellenangebote--Cloud-Data-Architect-Modeler-w-m-d-Frankfurt-am-Main-DekaBank-Deutsche-Girozentrale--10489132-inline.html
Senior Data Engineer - Databricks Expert Supply Solutions (m/w/d),msg systems ag,"München, Berlin, bundesweit, Düsseldorf, Essen, Frankfurt/M., Hamburg, Karlsruhe, Köln",vor 2 Wochen,2 weeks ago,2024-02-07,https://www.stepstone.de/stellenangebote--Senior-Data-Engineer-Databricks-Expert-Supply-Solutions-m-w-d-Muenchen-Berlin-bundesweit-Duesseldorf-Essen-Frankfurt-M-Hamburg-Karlsruhe-Koeln-msg-systems-ag--10394701-inline.html
(Junior) IT System Engineer – Data Center Services (m/w/d),Melitta Gruppe,Minden,vor 6 Tagen,6 days ago,2024-02-15,https://www.stepstone.de/stellenangebote--Junior-IT-System-Engineer-Data-Center-Services-m-w-d-Minden-Melitta-Gruppe--10555885-inline.html
Senior Data Engineer - Snowflake Expert Supply Solutions (m/w/d),msg systems ag,"München, Berlin , Düsseldorf, Essen, Frankfurt/M., Hamburg, Karlsruhe, Köln, bundesweit",vor 2 Wochen,2 weeks ago,2024-02-07,https://www.stepstone.de/stellenangebote--Senior-Data-Engineer-Snowflake-Expert-Supply-Solutions-m-w-d-Muenchen-Berlin-Duesseldorf-Essen-Frankfurt-M-Hamburg-Karlsruhe-Koeln-bundesweit-msg-systems-ag--10394702-inline.html
Data Analyst (w/m/d) Data & Analytics,FIEGE Logistik Stiftung & Co. KG,Mönchengladbach,vor 6 Tagen,6 days ago,2024-02-15,https://www.stepstone.de/stellenangebote--Data-Analyst-w-m-d-Data-Analytics-Moenchengladbach-FIEGE-Logistik-Stiftung-Co-KG--10742812-inline.html
Data-Engineer (m/w/d),Finanzamt Kassel,Kassel,vor 6 Tagen,6 days ago,2024-02-15,https://www.stepstone.de/stellenangebote--Data-Engineer-m-w-d-Kassel-Finanzamt-Kassel--10656861-inline.html
Werkstudent - HR Data Solutions (m/w/x),ZEISS,Oberkochen (Baden-Württemberg),vor 6 Tagen,6 days ago,2024-02-15,https://www.stepstone.de/stellenangebote--Werkstudent-HR-Data-Solutions-m-w-x-Oberkochen-Baden-Wuerttemberg-ZEISS--9055576-inline.html
Senior Data System Experte für das Qualitätsmanagement (w/m/div.),Bosch Gruppe,Karlsruhe,vor 6 Tagen,6 days ago,2024-02-15,https://www.stepstone.de/stellenangebote--Senior-Data-System-Experte-fuer-das-Qualitaetsmanagement-w-m-div-Karlsruhe-Bosch-Gruppe--10558549-inline.html
"Sales-Marketing, SEO und Data-Management Mitarbeiter (m/w/d)",LTK Lineartechnik Korb GmbH,Waiblingen,vor 6 Tagen,6 days ago,2024-02-15,https://www.stepstone.de/stellenangebote--Sales-Marketing-SEO-und-Data-Management-Mitarbeiter-m-w-d-Waiblingen-LTK-Lineartechnik-Korb-GmbH--10654496-inline.html
Referent / Referentin – Referat Data Warehouse (m/w/d),Vivantes Netzwerk für Gesundheit GmbH,Berlin Reinickendorf,vor 1 Woche,1 week ago,2024-02-14,https://www.stepstone.de/stellenangebote--Referent-Referentin-Referat-Data-Warehouse-m-w-d-Berlin-Reinickendorf-Vivantes-Netzwerk-fuer-Gesundheit-GmbH--10719239-inline.html
